factory_id,company_name,primary_category,product_keywords,oem_signal,odm_signal,certification_signal,location_signal,mvp_fit,source_url,verification_status,next_action,notes
F146,팜텍코리아,건강기능식품/일반식품 OEM/ODM,"건강기능식품,일반식품,OEM,ODM",Y,Y,미확인,강원 원주,B,https://www.todaypeople.co.kr/news/articleView.html?idxno=4000,보도확인,"건강식품 OEM/ODM 후보로 공식 페이지 추가 확인","OEM/ODM 기반 건강기능식품 및 일반식품 제조 보도"
F147,웰츄럴바이오,건강식품 OEM,"건강식품,대기업OEM,건강즙,액상,기능식품",Y,미확인,"HACCP,ISO9001,ISO14001,ISO22000,HALAL",미확인,B,https://www.todaytimes.co.kr/news/463806,보도확인,"건강식품 대기업 OEM 후보로 분리","대기업 OEM 제조 전문기업 및 인증 보도"
F148,(주)케이지이,홍삼/액상 OEM/ODM,"홍삼,액상제품,건강식품,OEM,ODM",Y,Y,미확인,미확인,B,https://www.kfdn.co.kr/72449,보도확인,"홍삼 액상 제형 후보로 확인","홍삼·액상 제품 OEM/ODM 집중 보도"
F149,자연그대로(주),식품/건기식 OEM/ODM,"콤부차,건강식품,식품,건기식",Y,Y,HACCP,미확인,B,https://www.poolix.io/company/120319,플랫폼확인,"콤부차·건강식품 후보로 공식 출처 추가 확인","풀릭스 기준 OEM/ODM 및 HACCP 정보 공개"
F150,(주)휴온스엔,건강기능식품/홍삼 OEM/ODM,"건강기능식품,인삼,홍삼,스틱파우치,액상파우치,정제,캡슐,동결건조",Y,Y,미확인,미확인,B,https://huonsfoodience.com/layout/kor/home.php?go=page0.0&mid=00,공식페이지확인,"홍삼·액상·정제 제형 후보로 분리","회사개요 기준 OEM·ODM 제품 및 주요 제형 공개"
F151,에치와이 hyLabs,기능성 원료/OEM/ODM,"프로바이오틱스,천연물소재,기능성원료,완제품생산지원",Y,Y,미확인,미확인,B,https://www.hy.co.kr/business/research-development/b2b/hylabs,공식페이지확인,"기능성 원료와 완제품 생산지원 범위 확인","hyLabs B2B에서 OEM/ODM 생산과 완제품 생산지원 공개"
F152,(주)진화에프아이,식품 원료/가공 OEM 후보,"전분가공품,곡류가공품,영양강화밀가루,만두용소재,떡용소재",미확인,미확인,HACCP,미확인,C,https://www.jinhwagroup.com/default/business/business_1.php?sub=01&tit=02,공식페이지확인,"원료소재 OEM 가능 여부 확인","식품 개발·제조·가공 및 HACCP 인증 공개"
F153,주식회사 내츄럴코어,건강식품 OEM/ODM,"건강식품,OEM,ODM,HACCP",Y,Y,HACCP,미확인,B,https://www.naturalcore.ai/,공식페이지확인,"건강식품 소량/대량 생산 조건 확인","건강식품 OEM·ODM 전문업체 및 HACCP 공개"
F154,엔피케이(주),건강기능식품/일반식품 OEM/ODM,"정제,연질캡슐,경질캡슐,분말,액상겔,젤리스틱,멀티제형",Y,Y,미확인,미확인,B,https://npkor.co.kr/issues,공식문의확인,"제형별 생산 가능 범위와 인증 확인","OEM/ODM 문의 폼 기준 일반식품원료 및 다양한 제형 공개"
F155,농성원푸드,고춧가루/전통식품 제조,"고춧가루,전통식품,식자재,HACCP",미확인,미확인,HACCP,미확인,C,https://nswfood.co.kr/features,공식페이지확인,"고춧가루 원료·B2B 납품 가능 범위 확인","HACCP과 전통식품 품질인증 공개"
F156,약목참,액젓/식품소재 제조,"멸치액젓,김치소재,식품소재,HACCP",미확인,미확인,HACCP,미확인,C,https://www.ymf.co.kr/,공식페이지확인,"김치·소스 소재 원료 후보로 확인","HACCP 시설 제조와 김치용 소재 메시지 공개"
F157,푸드트리,영유아/HMR 식품 제조,"영유아식,HMR,케어푸드,반찬,국,죽,냉동식품",미확인,Y,HACCP,경기 성남,C,https://ifoodtree.com/shopinfo/company.html,공식사이트확인,"케어푸드/HMR 후보로 보관","공식 회사소개 기준 영유아/케어푸드 전문 기업 정보 확인"
F158,성신비엔에프,만두/붕어빵/고로케 제조,"만두,붕어빵,고로케,냉동식품",미확인,미확인,HACCP,미확인,C,https://app.rndcircle.io/company/36ce3cae-ebc2-5f2d-a018-89bdd8db3210,기업정보확인,"냉동식품 OEM 가능 여부 확인","RnDcircle 기준 HACCP 생산시설과 만두·붕어빵·고로케 공개"
F159,맥널티바이오,건강기능식품 OEM/ODM,"건강기능식품,분말,캡슐,스틱포,고형차,기타가공품",Y,Y,"GMP,HACCP",미확인,B,https://www.mcnultybio.co.kr/default/01/03.php,공식페이지확인,"건기식 제형과 MOQ 확인","OEM/ODM 메뉴 및 GMP/HACCP 인증 공개"
F160,빵터지는집,제과제빵 OEM/ODM,"베이커리,제과제빵,편의점,프랜차이즈",Y,Y,HACCP,미확인,B,https://bbtjbakery.com/,공식페이지확인,"편의점·프랜차이즈 베이커리 후보 확인","제과제빵 OEM/ODM 및 HACCP 기반 위생관리 공개"
F161,산들푸드,소스 OEM/ODM,"소스,레시피개발,프랜차이즈소스,HACCP",Y,Y,HACCP,미확인,A,https://sandeulfood.com/haccp,공식페이지확인,"소스 Case 003 후보 상담","소스 제조·OEM/ODM·레시피 개발 전문기업과 HACCP 공개"
F162,(주)오그래농업회사법인,그래놀라/시리얼 OEM/ODM,"그래놀라,시리얼,간편대용식,건강스낵",Y,Y,"ISO,HACCP",미확인,A,https://ograe.co.kr/oem-odm/,공식페이지확인,"저당·고단백 그래놀라 Case 001 후보 확인","OEM/ODM 및 ISO/HACCP 생산 설비 공개"
F163,도우앤코/와이엔비컴퍼니,베이커리 B2B 제조,"베이커리,빵,반죽,B2B,HACCP",미확인,미확인,HACCP,미확인,B,https://mirukku.com/bakery-factory/,공식페이지확인,"베이커리 OEM/ODM 가능 여부 확인","HACCP 기반 베이커리 제조 시스템 및 B2B 솔루션 공개"
F164,나눔베이커리,쿠키/베이커리 제조,"쿠키,르뱅쿠키,소금빵,카페납품,프랜차이즈",미확인,미확인,HACCP,미확인,B,https://www.nanumbakery.co.kr/%EB%B3%B5%EC%A0%9C-%EB%B9%B5%EC%83%9D%EC%A7%80,공식페이지확인,"카페 디저트 OEM 가능 여부 확인","HACCP 인증 쿠키·베이커리 제조공장 공개"
F165,베이커스팀,카페디저트 OEM/ODM,"카페디저트,제과제빵,냉동,냉장,맞춤레시피",Y,Y,"HACCP,ISO",미확인,A,https://www.bakers-team.kr/386,공식페이지확인,"카페 디저트 OEM/ODM 후보 상담","OEM/ODM 포트폴리오와 HACCP·ISO 제과제빵 공장 공개"
F166,(주)푸드웨어,만두 OEM/ODM,"만두,냉동식품,OEM,ODM",Y,Y,미확인,미확인,B,https://www.foodware.co.kr/,공식페이지확인,"냉동 만두 대형 OEM/ODM 후보 확인","국내 최대 만두 단일 품목 OEM/ODM 생산기업 공개"
F167,네이처앤컬처,냉동식품 OEM/ODM,"냉동식품,HMR,양념육,수산물가공,과채가공,두류가공",Y,Y,HACCP,미확인,B,https://natureculturefoods.com/%ED%95%B5%EC%8B%AC%EC%97%AD%EB%9F%89/,공식페이지확인,"냉동식품·HMR OEM/ODM 후보 확인","HACCP 인증 보유와 냉동식품 R&D 역량 공개"
F168,아이진푸드,소스 OEM/ODM,"소스,소스제조,OEM,ODM,샘플제작",Y,Y,미확인,미확인,A,https://ijinfood.co.kr/sub/sub02_02.php,공식페이지확인,"소스 Case 003 후보 상담","소스 제조 공정에서 OEM/ODM 방식 공개"
F169,ANFL,중화요리 소스 OEM/ODM,"중화요리소스,프랜차이즈소스,대량납품,레시피개발",Y,Y,미확인,미확인,B,https://www.anfl.co.kr/oem,공식페이지확인,"중식 소스·프랜차이즈 납품 후보 확인","소스 납품/OEM/ODM 및 파트너 제조 공개"
F170,(주)오뚜기,B2B 종합식품 제조 후보,"케첩,마요네스,잼,소스,드레싱,라면,즉석밥,만두,육가공",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer?category_code=19&tpf=product%2Flist,플랫폼확인,"대형 B2B 원료·완제품 후보로 분리","팩토리플랫폼 기준 다양한 B2B 고객 맞춤 제품·서비스 공개"
F171,서양푸드주식회사,냉동만두 제조,"냉동만두,HACCP,냉동식품",미확인,미확인,HACCP,미확인,C,https://www.consumer.go.kr/user/ftc/consumer/crtfc/1022/selectCrtfcInfo.do%3Bjsessionid%3D2dCCEYFpy2uJ5ey5ZcGqDsyC.ftc11?crtfcSn=HACP_000000000038830,HACCP인증확인,"OEM/ODM 가능 여부 확인","소비자24 기준 냉동식품 중 만두 HACCP 인증 사업자 공개"
F172,한푸드코리아,냉동만두 제조,"냉동만두,HACCP,냉동식품",미확인,미확인,HACCP,미확인,C,https://www.consumer.go.kr/user/ftc/consumer/crtfc/1022/selectCrtfcInfo.do%3Bjsessionid%3DB1XxMoFiRUFjJ4A0hBM1cdh9.ftc21?beginDe=&brno=&certInstNmS=&certSttusNmS=&crtfcCdS=10&crtfcCnS=&crtfcInsttCdS=&crtfcNoS=&crtfcSn=HACP_000000000000079&crtfcSttusS=&crtfcTypeCdS=&delYnS=N&endDe=&entrpsAdresS=&entrpsNmS=&firstCrtfcNoS=&imgFlag=&insttId=&mnfacrS=&modlNmS=&page=1632&productNmS=&row=25,HACCP인증확인,"OEM/ODM 가능 여부 확인","소비자24 기준 냉동식품 중 만두 HACCP 인증 사업자 공개"
F173,대장경식품,떡/농식품 OEM,"율피떡,떡,농식품,OEM",Y,미확인,HACCP,경남 합천,B,https://djgfood.co.kr/layout/basic/html/company.html,공식페이지확인,"떡·쌀가공 Case 확장 후보 확인","식품 제조 및 OEM 생산과 HACCP 인증 공개"
F174,미도식품,식품 OEM/ODM,"식품제조,대량생산,OEM,ODM,HACCP",Y,Y,HACCP,미확인,B,https://www.midofd.co.kr/,공식페이지확인,"주력 품목과 생산 가능 범위 확인","OEM/ODM과 HACCP 기반 위생관리 공개"
F175,(주)디에스푸드웰,육수/당류가공품 OEM/ODM,"육수,당류가공품,일반식품,건강식품,OEM,ODM",Y,Y,HACCP,미확인,A,https://dsfoodwell.co.kr/,공식페이지확인,"육수·코인육수·분말류 Case 003 후보 확인","OEM/ODM 메뉴와 HACCP 인증서 공개"
F176,(주)우복당식품,한식 HMR OEM/ODM,"한식,HMR,멸균,레토르트,칠러",Y,Y,HACCP,미확인,B,https://www.mssnews.com/news/articleView.html?idxno=586,보도확인,"한식 HMR·레토르트 후보로 확인","HACCP 기반 공장 운영과 OEM/ODM 경쟁력 보도"
F177,원스그룹 한닢쿡,코인육수/동결건조 제조,"코인육수,동전육수,동결건조,고형조미료,한닢쿡",미확인,미확인,"HACCP,FSSC22000",미확인,A,https://onesgroup.co.kr/27,공식페이지확인,"코인육수·분말육수 Case 003 후보 확인","동결건조·타정 설비와 FSSC22000·HACCP 인증 공개"
F178,(주)한미양행,건강기능식품 OEM/ODM,"건강기능식품,정제,캡슐,분말,액상,특수영양식품",Y,Y,"GMP,HACCP",미확인,B,https://hanmiyh.mycafe24.com/wp-content/uploads/2024/08/catalog_ko.pdf,공식자료확인,"대형 건기식 후보로 제형·MOQ 확인","한미양행 카탈로그 기준 GMP/HACCP 제조관리 공개"
F179,대원헬스케어,건강기능식품 OEM/ODM,"건강기능식품,연구개발,OEM,ODM,GMP",Y,Y,GMP,미확인,B,https://daewonhealthcare.com/,공식페이지확인,"건기식 제형과 인증 상세 확인","Global OEM & ODM 전문기업 비전과 GMP 공개"
F180,(주)진성에프엠,식품원료/HMR OEM/ODM,"스프레드,필링,시럽,파우더,음료,잼,소스,레토르트,HMR",Y,Y,"HACCP,FSSC22000",경기 화성,A,https://app.rndcircle.io/company/4b0a2100-e8a7-5ae2-9eb3-93d7ea245ed8,기업정보확인,"식품 원료·HMR B2B 후보로 상담","RnDcircle 기준 식품 원료 OEM/ODM 및 인증 공개"
F181,사임당푸드,전통떡/디저트떡 제조,"전통떡,디저트떡,전통식품",미확인,미확인,미확인,미확인,B,https://saimdangfood.co.kr/,공식페이지확인,"떡 OEM/ODM 가능 여부 확인","전통떡·디저트떡 제품군 공개"
F182,서비푸드,단백질식품 OEM/ODM/OBM,"닭가슴살파우더,단백질식품,원료,제형,인허가",Y,Y,"HACCP,GMP",미확인,A,https://seobifood.com/company,공식페이지확인,"단백질 식품 Case 001/002 후보 확인","단백질 식품 OEM/ODM/OBM 제조사 매칭 파트너 공개"
F183,주식회사 연,레토르트/HMR OEM/ODM,"레토르트,체중조절용조제식품,소스,즉석조리식품,양념육,HMR",Y,Y,HACCP,미확인,A,https://yeon2008.com/,공식페이지확인,"레토르트·HMR Case 확장 후보 확인","식품 OEM/ODM 서비스와 레토르트·소스·즉석조리식품 HACCP 공개"
F184,한양제너럴푸드,육가공/편의점 OEM/ODM,"족발,닭가슴살,삼계탕,장조림,수산가공품,편의점유통",Y,Y,HACCP,미확인,B,https://www.jobploy.kr/ko/company/hanyang-general-food,기업정보확인,"육가공·닭가슴살 후보로 확인","기업정보 기준 HACCP·OEM/ODM·편의점 유통 공개"
F185,JMJ푸드 떡불킹,분말소스 OEM/ODM,"떡볶이분말소스,업소용소스,분말소스,소스공장",Y,Y,HACCP,미확인,A,https://jmjfood.co.kr/,공식페이지확인,"떡볶이 분말소스 Case 003 후보 확인","HACCP 직영 소스 생산 공장과 분말 소스 OEM/ODM 공개"
F186,(주)산마을,동결건조/절임식품 OEM/ODM,"동결건조,FD가루,과일칩,조미료,생식,절임식품",Y,Y,미확인,미확인,B,https://www.jobploy.kr/ko/company/C0000009101,기업정보확인,"동결건조 원료·스낵 후보 확인","기업정보 기준 OEM/ODM 생산 및 기술 지원 공개"
F187,(유)삼각에프엠씨,음료 OEM/ODM,"알로에,과즙,탄산,커피,파우치음료,PET음료,절임식품",Y,Y,"HACCP,FSSC22000,ISO22000",미확인,B,https://www.komachine.com/ko/companies/samgak-fmc,기업정보확인,"음료·파우치 OEM/ODM 후보 확인","OEM/ODM 음료 생산 능력과 식품안전 인증 공개"
F188,건우에프피,건강기능성 원료/식품소재 OEM/ODM,"건강기능성원료,식품소재,생리활성물질,코팅유기산",Y,Y,미확인,미확인,C,https://smhaccp-blog.com/21,보도/사례확인,"식품소재 후보로 공식 출처 추가 확인","스마트공장 사례 기준 식품 소재 OEM/ODM 제조기업 공개"
F189,파머스에프앤에스,김치/절임배추 제조,"김치,절임배추,알타리,김치양념,급식,유통",미확인,미확인,미확인,미확인,C,https://smhaccp-blog.com/21,보도/사례확인,"김치·절임류 후보로 공식 출처 추가 확인","스마트공장 사례 기준 김치 제품 생산 기업 공개"
F190,흥신식품,면류 제조,"소면,국수,면류,식품가공",미확인,미확인,미확인,미확인,C,https://smhaccp-blog.com/21,보도/사례확인,"면류 OEM 가능 여부 확인","스마트공장 사례 기준 면류 생산 식품가공기업 공개"
F191,아름터,액상/분말 OEM/ODM,"액상,분말,자동포장,식품제조,OEM,ODM",Y,Y,HACCP,미확인,B,https://buza.biz/bbs/board.php?bo_table=changup_news&sca=%EC%B0%BD%EC%97%85%EA%B2%BD%EC%98%81%EC%8B%A4%EB%AC%B4&wr_id=8331,보도확인,"액상·분말 제조 후보로 공식 출처 추가 확인","식품 제조기업 OEM/ODM 전문 제조 시스템과 HACCP 공개"
F192,산정푸드,절임식품 OEM/ODM,"김밥단무지,단무지,오이피클,절임식품",Y,Y,미확인,미확인,B,https://www.factory-platform.com/member/login?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=744&return_url=%2Fmanufacturer%2Fai-recommended-manufacturers%3Ftpf%3Dproduct%2Flist_ai&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"김밥 단무지·절임류 후보 확인","팩토리플랫폼 기준 OEM/ODM 서비스 및 절임식품 공개"
F193,(주)웰파인,가공/음료/제과제빵 후보,"가공,제과제빵,커피,건강기능음료,HACCP",미확인,미확인,HACCP,강원 횡성,C,https://www.factory-platform.com/member/login?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=744&return_url=%2Fmanufacturer%2Fai-recommended-manufacturers%3Ftpf%3Dproduct%2Flist_ai&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"주력 품목과 OEM/ODM 가능 여부 확인","팩토리플랫폼 기준 HACCP 가공·제과제빵·음료 제조사 공개"
F194,서림농원,절임식품 제조,"엄나무순절임,명이절임,더덕절임,절임식품",미확인,미확인,미확인,강원 정선,C,https://www.factory-platform.com/member/login?category_code=&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=744&return_url=%2Fmanufacturer%2Fai-recommended-manufacturers%3Ftpf%3Dproduct%2Flist_ai&tpf=&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"절임식품 OEM 가능 여부 확인","팩토리플랫폼 기준 절임 제품 전문 제조업체 공개"
F195,가나식품,파우더/분말소스 OEM/ODM,"치킨파우더,떡볶이분말,염지제,파우더,소스",Y,Y,HACCP,미확인,B,https://www.instagram.com/p/C8vxqyGvUli/,SNS확인,"공식 홈페이지 또는 사업자 출처 추가 확인","공개 SNS 기준 OEM/ODM 생산과 파우더·분말소스 품목 확인"
F196,제이케이글로벌,김/해조류 제조,"조미김,구운김,김밥용김,스시용김,스낵김,자반",미확인,미확인,HACCP,미확인,C,https://www.jkginc.co.kr/page/?pid=about_01,공식페이지확인,"김·스낵김 OEM/ODM 가능 여부 확인","조미김·스낵김 제품군과 HACCP 적용업소 공개"
F197,(주)주스템,식음료 OEM/ODM,"ABC주스,CCA주스,해독주스,과채주스,과채음료,액상차,건강즙",Y,Y,HACCP,미확인,A,https://factory-platform.com/manufacturer?category_code=15&code=601&tpf=product%2Fview,플랫폼상세확인,"음료·건강즙 Case 확장 후보 확인","팩토리플랫폼 상세 기준 식음료 OEM/ODM 전문 제조기업과 HACCP 공개"
F198,(주)신영푸드 / 브랜드 그루버드,음료 OEM,"음료,건강기능음료,HACCP",Y,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=&is_sub=y&nature_url=manufacturer&orderBy=1&page=3&status=y&tpf=&url=manufacturer,플랫폼확인,"음료 OEM 후보로 설비·MOQ 확인","팩토리플랫폼 기준 HACCP 인증 음료 OEM 전문 제조업체"
F199,대양식품(주),음료/환/분말 OEM/ODM,"음료,환,분말,건강기능음료",Y,Y,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=15&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"음료·환·분말 OEM/ODM 후보 확인","팩토리플랫폼 기준 HACCP 인증 음료·환·분말 OEM/ODM 제조업체"
F200,(주)신영허브,분말/타정 제조,"분말,혼합,타정,건강기능음료,HACCP",미확인,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=15&is_sub=y&nature_url=manufacturer&orderBy=3&page=1&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"분말·타정 Case 002 후보 확인","팩토리플랫폼 기준 HACCP 인증 분말·혼합·타정 생산 전문 제조업체"
F201,(주)놀이터 팩토리D1,과채주스/액상차 OEM/ODM,"과채주스,액상차,기타가공품,음료",Y,Y,HACCP,미확인,A,https://factory-platform.com/manufacturer?category_code=15&is_sub=y&nature_url=manufacturer&orderBy=3&page=1&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"과채주스·액상차 OEM/ODM 후보 확인","팩토리플랫폼 기준 HACCP 인증 과채주스·액상차 OEM/ODM 제조업체"
F202,(주)JC대경,커피/베이커리 OEM,"원두,로스팅,베이커리,수제쿠키,감자빵",Y,미확인,HACCP,미확인,B,https://factory-platform.com/manufacturer?category_code=&is_sub=y&nature_url=manufacturer&orderBy=1&page=3&status=y&tpf=&url=manufacturer,플랫폼확인,"커피·베이커리 OEM 후보 확인","팩토리플랫폼 기준 HACCP 인증 원두·로스팅·베이커리 OEM/B2B 기업"
F203,(주)뉴지코리아,드립백/커피백 제조,"드립백,커피백,제과제빵,커피",미확인,미확인,미확인,미확인,C,https://factory-platform.com/manufacturer?category_code=&is_sub=y&nature_url=manufacturer&orderBy=1&page=3&status=y&tpf=&url=manufacturer,플랫폼확인,"드립백·커피백 OEM 가능 여부 확인","팩토리플랫폼 기준 드립백·커피백 전문 제조회사"
F204,농업회사법인 (주)대경햄,수제햄 제조,"수제햄,육가공,축산물,가공",미확인,미확인,HACCP,미확인,C,https://factory-platform.com/manufacturer?category_code=14&tpf=product%2Flist,플랫폼확인,"육가공·햄 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 인증 수제햄 전문 제조업체"
F205,(주)에프원에프앤비,냉동수산/유탕류 제조,"냉동수산물,수제유탕류,수산가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"냉동 수산물·유탕류 후보 확인","팩토리플랫폼 기준 HACCP 인증 냉동 수산물·수제 유탕류 제조업체"
F206,밥순삭 꽃게야,순살 꽃게장 제조,"순살꽃게장,게장,수산가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수산 HMR·게장 후보 확인","팩토리플랫폼 기준 HACCP 인증 순살 꽃게장 전문 제조업체"
F207,두리푸드,짠지/절임식품 제조,"짠지,무절임,절임식품,농산가공",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"절임식품 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 전통 짠지 전문 제조기업"
F208,해나라수산,수산물 가공,"수산물,가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"수산물 가공 후보 확인","팩토리플랫폼 기준 HACCP 수산물 전문 제조·가공업체"
F209,(주)형돈유통,새우장/전복장 제조,"새우장,전복장,수산가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"장류 수산가공 후보 확인","팩토리플랫폼 기준 HACCP 인증 새우장·전복장 제조업체"
F210,(주)빅쭌식품,김치 제조,"김치,절임류,농산가공,HACCP",미확인,미확인,HACCP,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"김치 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 인증 김치 전문 제조업체"
F211,(주)옳은,샐러드/샌드위치 제조,"샐러드,샌드위치,슬림쿡,신선식품",미확인,미확인,미확인,미확인,C,https://www.factory-platform.com/manufacturer?category_code=10&is_sub=y&nature_url=manufacturer&orderBy=1&page=4&status=y&tpf=product%2Flist&url=manufacturer,플랫폼확인,"신선편의식·샐러드 후보 확인","팩토리플랫폼 기준 샐러드·샌드위치 전문 제조업체"
F212,주식회사 동방푸드마스타,소스/조미식품 제조,"소스,드레싱,향신료,시즈닝,음료베이스,즉석조리식품",미확인,미확인,HACCP,충북 음성,B,https://www.poolix.io/company/167685,플랫폼확인,"대형 소스·시즈닝 B2B 후보 확인","풀릭스 기준 소스·복합조미식품·즉석조리식품과 HACCP 인증 공개"
F213,농심태경,식품소재/소스/시즈닝 제조,"기능성소재,추출농축액,분말,시즈닝,후레이크,소스,즉석편의식",미확인,미확인,미확인,미확인,B,https://www.nongshimtk.com/,공식페이지확인,"대형 식품소재·시즈닝 후보로 분리","공식 페이지 기준 맞춤형 솔루션과 소재·소스·즉석편의식 포트폴리오 공개"
F214,BSF KOREA,식품 OEM/ODM,"식품제조,OEM,ODM,R&D",Y,Y,미확인,미확인,C,https://bsfkorea.co.kr/en/oem-odm/oem-odm/,공식페이지확인,"주력 품목과 국내 생산시설 확인","공식 페이지 기준 OEM/ODM 및 R&D 센터 공개"
F215,(주)엔푸드,건강식품 OEM/ODM,"건강식품,건강기능식품,OEM,ODM,GMP,HACCP",Y,Y,"GMP,HACCP",미확인,B,https://www.job-post.co.kr/news/articleView.html?idxno=43188,보도확인,"건강식품 제형과 공식 페이지 확인","GMP/HACCP형 공장 준공 및 글로벌 OEM/ODM 전문기업 도약 보도"
F216,아모제산업,HMR/소스/농수축산가공 제조,"HMR,소스,농수축산가공,다품종소량생산",미확인,미확인,HACCP,충북 음성,B,https://foodbank.co.kr/news/articleView.html?idxno=29491,보도확인,"HMR 다품종 소량생산 후보 확인","HACCP 지정 CK공장과 HMR 개발 가능 품목 보도"
F217,인산가,죽염/건강식품 OEM/ODM,"죽염,죽염응용류,엑기스,환,분말,건강식품",Y,Y,HACCP,미확인,C,https://kind.krx.co.kr/external/2021/11/08/000169/20211108000401/11013.htm,공시확인,"죽염 원료·건강식품 후보로 보관","공시 기준 HACCP 시설과 해외 OEM/ODM 거래 공개"
F218,거북이달린다,수산물가공 OEM/ODM,"수산물가공,소형팩,벌크,소스개발",Y,Y,"HACCP,ISO22000",미확인,C,https://www.sellernow.co.kr/?categoryId=474&menuId=61,플랫폼확인,"수산물 가공 OEM/ODM 후보 확인","셀러나우 기준 수산물 가공 OEM/ODM 및 HACCP/ISO22000 공개"
F219,(주)다원,식음료 OEM/ODM,"생과일주스,식음료,편의점납품,백화점,대형마트",Y,Y,"HACCP,GMP",미확인,B,https://m.saramin.co.kr/job-search/company-info-view?csn=TVRaTUVrdFdabm5GelN5NUFyN25iUT09,기업정보확인,"생과일주스·식음료 OEM/ODM 후보 확인","사람인 기업정보 기준 OEM/ODM 가능 식음료 제조·유통 전문회사"
F220,(주)오투바이오,건강식품/음료베이스 제조,"건강식품,음료베이스,과채가공품,HACCP,ISO22000",미확인,미확인,"HACCP,ISO22000",미확인,B,https://o2bio.co.kr/wp-content/uploads/O2bio-catalog_Korea.pdf,공식자료확인,"음료베이스·건강식품 후보 확인","공식 카탈로그 기준 음료베이스·과채가공품 HACCP 및 ISO22000 공개"
F221,아이엠김치,김치 제조/수출 후보,"김치,수출,일본시장,김치제품공동기획",미확인,미확인,미확인,미확인,C,https://sdskorea.co.kr/business/kfood.php,협력소식확인,"김치 OEM/수출 생산 가능 여부 확인","SDSKOREA 협력 소식 기준 프리미엄 김치 전문 기업 공개"
F222,삼육식품,조미김/종합식품 후보,"조미김,두유,종합식품,HACCP",미확인,미확인,HACCP,미확인,C,https://www.thinkfood.co.kr/news/articleView.html?idxno=100551,보도확인,"조미김 제조·B2B 가능 여부 확인","서울푸드 보도 기준 조미김 생산과 HACCP 시설 공개"
F223,국애찬푸드 R&D,즉석조리/HMR 제조,"즉석조리식품,식육함유가공품,조림류,HACCP",미확인,미확인,HACCP,인천,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=172&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"즉석조리식품 OEM 가능 여부 확인","팩토리플랫폼 기준 HACCP 즉석조리식품·식육함유가공품 제조업체"
F224,덕양식품,절임/조림/소스 제조,"절임식품,조림류,소스",미확인,미확인,미확인,대구,C,https://factory-platform.com/manufacturer/ai-recommended-manufacturers?category_code=%EA%B0%80%EA%B3%B5&nature_url=manufacturer%2Fai-recommended-manufacturers&orderBy=rand&page=172&tpf=product%2Flist_ai&url=manufacturer%2Fai-recommended-manufacturers,플랫폼확인,"절임·조림·소스 후보 확인","팩토리플랫폼 기준 절임식품·조림류·소스 제조사 공개"
